bokeh,original
./Training/bokeh/1219.jpg,./Training/original/1219.jpg
./Training/bokeh/1220.jpg,./Training/original/1220.jpg
./Training/bokeh/1221.jpg,./Training/original/1221.jpg
./Training/bokeh/1222.jpg,./Training/original/1222.jpg
./Training/bokeh/1223.jpg,./Training/original/1223.jpg
./Training/bokeh/1224.jpg,./Training/original/1224.jpg
./Training/bokeh/1225.jpg,./Training/original/1225.jpg
./Training/bokeh/1226.jpg,./Training/original/1226.jpg
./Training/bokeh/1227.jpg,./Training/original/1227.jpg
./Training/bokeh/1228.jpg,./Training/original/1228.jpg
./Training/bokeh/1229.jpg,./Training/original/1229.jpg
./Training/bokeh/1230.jpg,./Training/original/1230.jpg
./Training/bokeh/1231.jpg,./Training/original/1231.jpg
./Training/bokeh/1232.jpg,./Training/original/1232.jpg
./Training/bokeh/1233.jpg,./Training/original/1233.jpg
./Training/bokeh/1234.jpg,./Training/original/1234.jpg
./Training/bokeh/1235.jpg,./Training/original/1235.jpg
./Training/bokeh/1236.jpg,./Training/original/1236.jpg
./Training/bokeh/1237.jpg,./Training/original/1237.jpg
./Training/bokeh/1238.jpg,./Training/original/1238.jpg
./Training/bokeh/1239.jpg,./Training/original/1239.jpg
./Training/bokeh/1240.jpg,./Training/original/1240.jpg
./Training/bokeh/1241.jpg,./Training/original/1241.jpg
./Training/bokeh/1242.jpg,./Training/original/1242.jpg
./Training/bokeh/1243.jpg,./Training/original/1243.jpg
./Training/bokeh/1244.jpg,./Training/original/1244.jpg
./Training/bokeh/1245.jpg,./Training/original/1245.jpg
./Training/bokeh/1246.jpg,./Training/original/1246.jpg
./Training/bokeh/1247.jpg,./Training/original/1247.jpg
./Training/bokeh/1248.jpg,./Training/original/1248.jpg
./Training/bokeh/1249.jpg,./Training/original/1249.jpg
./Training/bokeh/1250.jpg,./Training/original/1250.jpg
./Training/bokeh/1251.jpg,./Training/original/1251.jpg
./Training/bokeh/1252.jpg,./Training/original/1252.jpg
./Training/bokeh/1253.jpg,./Training/original/1253.jpg
./Training/bokeh/1254.jpg,./Training/original/1254.jpg
./Training/bokeh/1255.jpg,./Training/original/1255.jpg
./Training/bokeh/1256.jpg,./Training/original/1256.jpg
./Training/bokeh/1257.jpg,./Training/original/1257.jpg
./Training/bokeh/1258.jpg,./Training/original/1258.jpg
./Training/bokeh/1259.jpg,./Training/original/1259.jpg
./Training/bokeh/1260.jpg,./Training/original/1260.jpg
./Training/bokeh/1261.jpg,./Training/original/1261.jpg
./Training/bokeh/1262.jpg,./Training/original/1262.jpg
./Training/bokeh/1263.jpg,./Training/original/1263.jpg
./Training/bokeh/1264.jpg,./Training/original/1264.jpg
./Training/bokeh/1265.jpg,./Training/original/1265.jpg
./Training/bokeh/1266.jpg,./Training/original/1266.jpg
./Training/bokeh/1267.jpg,./Training/original/1267.jpg
./Training/bokeh/1268.jpg,./Training/original/1268.jpg
./Training/bokeh/1269.jpg,./Training/original/1269.jpg
./Training/bokeh/1270.jpg,./Training/original/1270.jpg
./Training/bokeh/1271.jpg,./Training/original/1271.jpg
./Training/bokeh/1272.jpg,./Training/original/1272.jpg
./Training/bokeh/1273.jpg,./Training/original/1273.jpg
./Training/bokeh/1274.jpg,./Training/original/1274.jpg
./Training/bokeh/1275.jpg,./Training/original/1275.jpg
./Training/bokeh/1276.jpg,./Training/original/1276.jpg
./Training/bokeh/1277.jpg,./Training/original/1277.jpg
./Training/bokeh/1278.jpg,./Training/original/1278.jpg
./Training/bokeh/1279.jpg,./Training/original/1279.jpg
./Training/bokeh/1280.jpg,./Training/original/1280.jpg
./Training/bokeh/1281.jpg,./Training/original/1281.jpg
./Training/bokeh/1282.jpg,./Training/original/1282.jpg
./Training/bokeh/1283.jpg,./Training/original/1283.jpg
./Training/bokeh/1284.jpg,./Training/original/1284.jpg
./Training/bokeh/1285.jpg,./Training/original/1285.jpg
./Training/bokeh/1286.jpg,./Training/original/1286.jpg
./Training/bokeh/1287.jpg,./Training/original/1287.jpg
./Training/bokeh/1288.jpg,./Training/original/1288.jpg
./Training/bokeh/1289.jpg,./Training/original/1289.jpg
./Training/bokeh/1290.jpg,./Training/original/1290.jpg
./Training/bokeh/1291.jpg,./Training/original/1291.jpg
./Training/bokeh/1292.jpg,./Training/original/1292.jpg
./Training/bokeh/1293.jpg,./Training/original/1293.jpg
./Training/bokeh/1294.jpg,./Training/original/1294.jpg
./Training/bokeh/1295.jpg,./Training/original/1295.jpg
./Training/bokeh/1296.jpg,./Training/original/1296.jpg
./Training/bokeh/1297.jpg,./Training/original/1297.jpg
./Training/bokeh/1298.jpg,./Training/original/1298.jpg
./Training/bokeh/1299.jpg,./Training/original/1299.jpg
./Training/bokeh/1300.jpg,./Training/original/1300.jpg
./Training/bokeh/1301.jpg,./Training/original/1301.jpg
./Training/bokeh/1302.jpg,./Training/original/1302.jpg
./Training/bokeh/1303.jpg,./Training/original/1303.jpg
./Training/bokeh/1304.jpg,./Training/original/1304.jpg
./Training/bokeh/1305.jpg,./Training/original/1305.jpg
./Training/bokeh/1306.jpg,./Training/original/1306.jpg
./Training/bokeh/1307.jpg,./Training/original/1307.jpg
./Training/bokeh/1308.jpg,./Training/original/1308.jpg
./Training/bokeh/1309.jpg,./Training/original/1309.jpg
./Training/bokeh/1310.jpg,./Training/original/1310.jpg
./Training/bokeh/1311.jpg,./Training/original/1311.jpg
./Training/bokeh/1312.jpg,./Training/original/1312.jpg
./Training/bokeh/1313.jpg,./Training/original/1313.jpg
./Training/bokeh/1314.jpg,./Training/original/1314.jpg
./Training/bokeh/1315.jpg,./Training/original/1315.jpg
./Training/bokeh/1316.jpg,./Training/original/1316.jpg
./Training/bokeh/1317.jpg,./Training/original/1317.jpg
./Training/bokeh/1318.jpg,./Training/original/1318.jpg
./Training/bokeh/1319.jpg,./Training/original/1319.jpg
./Training/bokeh/1320.jpg,./Training/original/1320.jpg
./Training/bokeh/1321.jpg,./Training/original/1321.jpg
./Training/bokeh/1322.jpg,./Training/original/1322.jpg
./Training/bokeh/1323.jpg,./Training/original/1323.jpg
./Training/bokeh/1324.jpg,./Training/original/1324.jpg
./Training/bokeh/1325.jpg,./Training/original/1325.jpg
./Training/bokeh/1326.jpg,./Training/original/1326.jpg
./Training/bokeh/1327.jpg,./Training/original/1327.jpg
./Training/bokeh/1328.jpg,./Training/original/1328.jpg
./Training/bokeh/1329.jpg,./Training/original/1329.jpg
./Training/bokeh/1330.jpg,./Training/original/1330.jpg
./Training/bokeh/1331.jpg,./Training/original/1331.jpg
./Training/bokeh/1332.jpg,./Training/original/1332.jpg
./Training/bokeh/1333.jpg,./Training/original/1333.jpg
./Training/bokeh/1334.jpg,./Training/original/1334.jpg
./Training/bokeh/1335.jpg,./Training/original/1335.jpg
./Training/bokeh/1336.jpg,./Training/original/1336.jpg
./Training/bokeh/1337.jpg,./Training/original/1337.jpg
./Training/bokeh/1338.jpg,./Training/original/1338.jpg
./Training/bokeh/1339.jpg,./Training/original/1339.jpg
./Training/bokeh/1340.jpg,./Training/original/1340.jpg
./Training/bokeh/1341.jpg,./Training/original/1341.jpg
./Training/bokeh/1342.jpg,./Training/original/1342.jpg
./Training/bokeh/1343.jpg,./Training/original/1343.jpg
./Training/bokeh/1344.jpg,./Training/original/1344.jpg
./Training/bokeh/1345.jpg,./Training/original/1345.jpg
./Training/bokeh/1346.jpg,./Training/original/1346.jpg
./Training/bokeh/1347.jpg,./Training/original/1347.jpg
./Training/bokeh/1348.jpg,./Training/original/1348.jpg
./Training/bokeh/1349.jpg,./Training/original/1349.jpg
./Training/bokeh/1350.jpg,./Training/original/1350.jpg
./Training/bokeh/1351.jpg,./Training/original/1351.jpg
./Training/bokeh/1352.jpg,./Training/original/1352.jpg
./Training/bokeh/1353.jpg,./Training/original/1353.jpg
./Training/bokeh/1354.jpg,./Training/original/1354.jpg
./Training/bokeh/1355.jpg,./Training/original/1355.jpg
./Training/bokeh/1356.jpg,./Training/original/1356.jpg
./Training/bokeh/1357.jpg,./Training/original/1357.jpg
./Training/bokeh/1358.jpg,./Training/original/1358.jpg
./Training/bokeh/1359.jpg,./Training/original/1359.jpg
./Training/bokeh/1360.jpg,./Training/original/1360.jpg
./Training/bokeh/1361.jpg,./Training/original/1361.jpg
./Training/bokeh/1362.jpg,./Training/original/1362.jpg
./Training/bokeh/1363.jpg,./Training/original/1363.jpg
./Training/bokeh/1364.jpg,./Training/original/1364.jpg
./Training/bokeh/1365.jpg,./Training/original/1365.jpg
./Training/bokeh/1366.jpg,./Training/original/1366.jpg
./Training/bokeh/1367.jpg,./Training/original/1367.jpg
./Training/bokeh/1368.jpg,./Training/original/1368.jpg
./Training/bokeh/1369.jpg,./Training/original/1369.jpg
./Training/bokeh/1370.jpg,./Training/original/1370.jpg
./Training/bokeh/1371.jpg,./Training/original/1371.jpg
./Training/bokeh/1372.jpg,./Training/original/1372.jpg
./Training/bokeh/1373.jpg,./Training/original/1373.jpg
./Training/bokeh/1374.jpg,./Training/original/1374.jpg
./Training/bokeh/1375.jpg,./Training/original/1375.jpg
./Training/bokeh/1376.jpg,./Training/original/1376.jpg
./Training/bokeh/1377.jpg,./Training/original/1377.jpg
./Training/bokeh/1378.jpg,./Training/original/1378.jpg
./Training/bokeh/1379.jpg,./Training/original/1379.jpg
./Training/bokeh/1380.jpg,./Training/original/1380.jpg
./Training/bokeh/1381.jpg,./Training/original/1381.jpg
./Training/bokeh/1382.jpg,./Training/original/1382.jpg
./Training/bokeh/1383.jpg,./Training/original/1383.jpg
./Training/bokeh/1384.jpg,./Training/original/1384.jpg
./Training/bokeh/1385.jpg,./Training/original/1385.jpg
./Training/bokeh/1386.jpg,./Training/original/1386.jpg
./Training/bokeh/1387.jpg,./Training/original/1387.jpg
./Training/bokeh/1388.jpg,./Training/original/1388.jpg
./Training/bokeh/1389.jpg,./Training/original/1389.jpg
./Training/bokeh/1390.jpg,./Training/original/1390.jpg
./Training/bokeh/1391.jpg,./Training/original/1391.jpg
./Training/bokeh/1392.jpg,./Training/original/1392.jpg
./Training/bokeh/1393.jpg,./Training/original/1393.jpg
./Training/bokeh/1394.jpg,./Training/original/1394.jpg
./Training/bokeh/1395.jpg,./Training/original/1395.jpg
./Training/bokeh/1396.jpg,./Training/original/1396.jpg
./Training/bokeh/1397.jpg,./Training/original/1397.jpg
./Training/bokeh/1398.jpg,./Training/original/1398.jpg
./Training/bokeh/1399.jpg,./Training/original/1399.jpg
./Training/bokeh/1400.jpg,./Training/original/1400.jpg
./Training/bokeh/1401.jpg,./Training/original/1401.jpg
./Training/bokeh/1402.jpg,./Training/original/1402.jpg
./Training/bokeh/1403.jpg,./Training/original/1403.jpg
./Training/bokeh/1404.jpg,./Training/original/1404.jpg
./Training/bokeh/1405.jpg,./Training/original/1405.jpg
./Training/bokeh/1406.jpg,./Training/original/1406.jpg
./Training/bokeh/1407.jpg,./Training/original/1407.jpg
./Training/bokeh/1408.jpg,./Training/original/1408.jpg
./Training/bokeh/1409.jpg,./Training/original/1409.jpg
./Training/bokeh/1410.jpg,./Training/original/1410.jpg
./Training/bokeh/1411.jpg,./Training/original/1411.jpg
./Training/bokeh/1412.jpg,./Training/original/1412.jpg
./Training/bokeh/1413.jpg,./Training/original/1413.jpg
./Training/bokeh/1414.jpg,./Training/original/1414.jpg
./Training/bokeh/1415.jpg,./Training/original/1415.jpg
./Training/bokeh/1416.jpg,./Training/original/1416.jpg
./Training/bokeh/1417.jpg,./Training/original/1417.jpg
./Training/bokeh/1418.jpg,./Training/original/1418.jpg
./Training/bokeh/1419.jpg,./Training/original/1419.jpg
./Training/bokeh/1420.jpg,./Training/original/1420.jpg
./Training/bokeh/1421.jpg,./Training/original/1421.jpg
./Training/bokeh/1422.jpg,./Training/original/1422.jpg
./Training/bokeh/1423.jpg,./Training/original/1423.jpg
./Training/bokeh/1424.jpg,./Training/original/1424.jpg
./Training/bokeh/1425.jpg,./Training/original/1425.jpg
./Training/bokeh/1426.jpg,./Training/original/1426.jpg
./Training/bokeh/1427.jpg,./Training/original/1427.jpg
./Training/bokeh/1428.jpg,./Training/original/1428.jpg
./Training/bokeh/1429.jpg,./Training/original/1429.jpg
./Training/bokeh/1430.jpg,./Training/original/1430.jpg
./Training/bokeh/1431.jpg,./Training/original/1431.jpg
./Training/bokeh/1432.jpg,./Training/original/1432.jpg
./Training/bokeh/1433.jpg,./Training/original/1433.jpg
./Training/bokeh/1434.jpg,./Training/original/1434.jpg
./Training/bokeh/1435.jpg,./Training/original/1435.jpg
./Training/bokeh/1436.jpg,./Training/original/1436.jpg
./Training/bokeh/1437.jpg,./Training/original/1437.jpg
./Training/bokeh/1438.jpg,./Training/original/1438.jpg
./Training/bokeh/1439.jpg,./Training/original/1439.jpg
./Training/bokeh/1440.jpg,./Training/original/1440.jpg
./Training/bokeh/1441.jpg,./Training/original/1441.jpg
./Training/bokeh/1442.jpg,./Training/original/1442.jpg
./Training/bokeh/1443.jpg,./Training/original/1443.jpg
./Training/bokeh/1444.jpg,./Training/original/1444.jpg
./Training/bokeh/1445.jpg,./Training/original/1445.jpg
./Training/bokeh/1446.jpg,./Training/original/1446.jpg
./Training/bokeh/1447.jpg,./Training/original/1447.jpg
./Training/bokeh/1448.jpg,./Training/original/1448.jpg
./Training/bokeh/1449.jpg,./Training/original/1449.jpg
./Training/bokeh/1450.jpg,./Training/original/1450.jpg
./Training/bokeh/1451.jpg,./Training/original/1451.jpg
./Training/bokeh/1452.jpg,./Training/original/1452.jpg
./Training/bokeh/1453.jpg,./Training/original/1453.jpg
./Training/bokeh/1454.jpg,./Training/original/1454.jpg
./Training/bokeh/1455.jpg,./Training/original/1455.jpg
./Training/bokeh/1456.jpg,./Training/original/1456.jpg
./Training/bokeh/1457.jpg,./Training/original/1457.jpg
./Training/bokeh/1458.jpg,./Training/original/1458.jpg
./Training/bokeh/1459.jpg,./Training/original/1459.jpg
./Training/bokeh/1460.jpg,./Training/original/1460.jpg
./Training/bokeh/1461.jpg,./Training/original/1461.jpg
./Training/bokeh/1462.jpg,./Training/original/1462.jpg
./Training/bokeh/1463.jpg,./Training/original/1463.jpg
./Training/bokeh/1464.jpg,./Training/original/1464.jpg
./Training/bokeh/1465.jpg,./Training/original/1465.jpg
./Training/bokeh/1466.jpg,./Training/original/1466.jpg
./Training/bokeh/1467.jpg,./Training/original/1467.jpg
./Training/bokeh/1468.jpg,./Training/original/1468.jpg
./Training/bokeh/1469.jpg,./Training/original/1469.jpg
./Training/bokeh/1470.jpg,./Training/original/1470.jpg
./Training/bokeh/1471.jpg,./Training/original/1471.jpg
./Training/bokeh/1472.jpg,./Training/original/1472.jpg
./Training/bokeh/1473.jpg,./Training/original/1473.jpg
./Training/bokeh/1474.jpg,./Training/original/1474.jpg
./Training/bokeh/1475.jpg,./Training/original/1475.jpg
./Training/bokeh/1476.jpg,./Training/original/1476.jpg
./Training/bokeh/1477.jpg,./Training/original/1477.jpg
./Training/bokeh/1478.jpg,./Training/original/1478.jpg
./Training/bokeh/1479.jpg,./Training/original/1479.jpg
./Training/bokeh/1480.jpg,./Training/original/1480.jpg
./Training/bokeh/1481.jpg,./Training/original/1481.jpg
./Training/bokeh/1482.jpg,./Training/original/1482.jpg
./Training/bokeh/1483.jpg,./Training/original/1483.jpg
./Training/bokeh/1484.jpg,./Training/original/1484.jpg
./Training/bokeh/1485.jpg,./Training/original/1485.jpg
./Training/bokeh/1486.jpg,./Training/original/1486.jpg
./Training/bokeh/1487.jpg,./Training/original/1487.jpg
./Training/bokeh/1488.jpg,./Training/original/1488.jpg
./Training/bokeh/1489.jpg,./Training/original/1489.jpg
./Training/bokeh/1490.jpg,./Training/original/1490.jpg
./Training/bokeh/1491.jpg,./Training/original/1491.jpg
./Training/bokeh/1492.jpg,./Training/original/1492.jpg
./Training/bokeh/1493.jpg,./Training/original/1493.jpg
./Training/bokeh/1494.jpg,./Training/original/1494.jpg
./Training/bokeh/1495.jpg,./Training/original/1495.jpg
./Training/bokeh/1496.jpg,./Training/original/1496.jpg
./Training/bokeh/1497.jpg,./Training/original/1497.jpg
./Training/bokeh/1498.jpg,./Training/original/1498.jpg
./Training/bokeh/1499.jpg,./Training/original/1499.jpg
./Training/bokeh/1500.jpg,./Training/original/1500.jpg
./Training/bokeh/1501.jpg,./Training/original/1501.jpg
./Training/bokeh/1502.jpg,./Training/original/1502.jpg
./Training/bokeh/1503.jpg,./Training/original/1503.jpg
./Training/bokeh/1504.jpg,./Training/original/1504.jpg
./Training/bokeh/1505.jpg,./Training/original/1505.jpg
./Training/bokeh/1506.jpg,./Training/original/1506.jpg
./Training/bokeh/1507.jpg,./Training/original/1507.jpg
./Training/bokeh/1508.jpg,./Training/original/1508.jpg
./Training/bokeh/1509.jpg,./Training/original/1509.jpg
./Training/bokeh/1510.jpg,./Training/original/1510.jpg
./Training/bokeh/1511.jpg,./Training/original/1511.jpg
./Training/bokeh/1512.jpg,./Training/original/1512.jpg
./Training/bokeh/1513.jpg,./Training/original/1513.jpg
./Training/bokeh/1514.jpg,./Training/original/1514.jpg
./Training/bokeh/1515.jpg,./Training/original/1515.jpg
./Training/bokeh/1516.jpg,./Training/original/1516.jpg
./Training/bokeh/1517.jpg,./Training/original/1517.jpg
./Training/bokeh/1518.jpg,./Training/original/1518.jpg
./Training/bokeh/1519.jpg,./Training/original/1519.jpg
./Training/bokeh/1520.jpg,./Training/original/1520.jpg
./Training/bokeh/1521.jpg,./Training/original/1521.jpg
./Training/bokeh/1522.jpg,./Training/original/1522.jpg
./Training/bokeh/1523.jpg,./Training/original/1523.jpg
./Training/bokeh/1524.jpg,./Training/original/1524.jpg
./Training/bokeh/1525.jpg,./Training/original/1525.jpg
./Training/bokeh/1526.jpg,./Training/original/1526.jpg
./Training/bokeh/1527.jpg,./Training/original/1527.jpg
./Training/bokeh/1528.jpg,./Training/original/1528.jpg
./Training/bokeh/1529.jpg,./Training/original/1529.jpg
./Training/bokeh/1530.jpg,./Training/original/1530.jpg
./Training/bokeh/1531.jpg,./Training/original/1531.jpg
./Training/bokeh/1532.jpg,./Training/original/1532.jpg
./Training/bokeh/1533.jpg,./Training/original/1533.jpg
./Training/bokeh/1534.jpg,./Training/original/1534.jpg
./Training/bokeh/1535.jpg,./Training/original/1535.jpg
./Training/bokeh/1536.jpg,./Training/original/1536.jpg
./Training/bokeh/1537.jpg,./Training/original/1537.jpg
./Training/bokeh/1538.jpg,./Training/original/1538.jpg
./Training/bokeh/1539.jpg,./Training/original/1539.jpg
./Training/bokeh/1540.jpg,./Training/original/1540.jpg
./Training/bokeh/1541.jpg,./Training/original/1541.jpg
./Training/bokeh/1542.jpg,./Training/original/1542.jpg
./Training/bokeh/1543.jpg,./Training/original/1543.jpg
./Training/bokeh/1544.jpg,./Training/original/1544.jpg
./Training/bokeh/1545.jpg,./Training/original/1545.jpg
./Training/bokeh/1546.jpg,./Training/original/1546.jpg
./Training/bokeh/1547.jpg,./Training/original/1547.jpg
./Training/bokeh/1548.jpg,./Training/original/1548.jpg
./Training/bokeh/1549.jpg,./Training/original/1549.jpg
./Training/bokeh/1550.jpg,./Training/original/1550.jpg
./Training/bokeh/1551.jpg,./Training/original/1551.jpg
./Training/bokeh/1552.jpg,./Training/original/1552.jpg
./Training/bokeh/1553.jpg,./Training/original/1553.jpg
./Training/bokeh/1554.jpg,./Training/original/1554.jpg
./Training/bokeh/1555.jpg,./Training/original/1555.jpg
./Training/bokeh/1556.jpg,./Training/original/1556.jpg
./Training/bokeh/1557.jpg,./Training/original/1557.jpg
./Training/bokeh/1558.jpg,./Training/original/1558.jpg
./Training/bokeh/1559.jpg,./Training/original/1559.jpg
./Training/bokeh/1560.jpg,./Training/original/1560.jpg
./Training/bokeh/1561.jpg,./Training/original/1561.jpg
./Training/bokeh/1562.jpg,./Training/original/1562.jpg
./Training/bokeh/1563.jpg,./Training/original/1563.jpg
./Training/bokeh/1564.jpg,./Training/original/1564.jpg
./Training/bokeh/1565.jpg,./Training/original/1565.jpg
./Training/bokeh/1566.jpg,./Training/original/1566.jpg
./Training/bokeh/1567.jpg,./Training/original/1567.jpg
./Training/bokeh/1568.jpg,./Training/original/1568.jpg
./Training/bokeh/1569.jpg,./Training/original/1569.jpg
./Training/bokeh/1570.jpg,./Training/original/1570.jpg
./Training/bokeh/1571.jpg,./Training/original/1571.jpg
./Training/bokeh/1572.jpg,./Training/original/1572.jpg
./Training/bokeh/1573.jpg,./Training/original/1573.jpg
./Training/bokeh/1574.jpg,./Training/original/1574.jpg
./Training/bokeh/1575.jpg,./Training/original/1575.jpg
./Training/bokeh/1576.jpg,./Training/original/1576.jpg
./Training/bokeh/1577.jpg,./Training/original/1577.jpg
./Training/bokeh/1578.jpg,./Training/original/1578.jpg
./Training/bokeh/1579.jpg,./Training/original/1579.jpg
./Training/bokeh/1580.jpg,./Training/original/1580.jpg
./Training/bokeh/1581.jpg,./Training/original/1581.jpg
./Training/bokeh/1582.jpg,./Training/original/1582.jpg
./Training/bokeh/1583.jpg,./Training/original/1583.jpg
./Training/bokeh/1584.jpg,./Training/original/1584.jpg
./Training/bokeh/1585.jpg,./Training/original/1585.jpg
./Training/bokeh/1586.jpg,./Training/original/1586.jpg
./Training/bokeh/1587.jpg,./Training/original/1587.jpg
./Training/bokeh/1588.jpg,./Training/original/1588.jpg
./Training/bokeh/1589.jpg,./Training/original/1589.jpg
./Training/bokeh/1590.jpg,./Training/original/1590.jpg
./Training/bokeh/1591.jpg,./Training/original/1591.jpg
./Training/bokeh/1592.jpg,./Training/original/1592.jpg
./Training/bokeh/1593.jpg,./Training/original/1593.jpg
./Training/bokeh/1594.jpg,./Training/original/1594.jpg
./Training/bokeh/1595.jpg,./Training/original/1595.jpg
./Training/bokeh/1596.jpg,./Training/original/1596.jpg
./Training/bokeh/1597.jpg,./Training/original/1597.jpg
./Training/bokeh/1598.jpg,./Training/original/1598.jpg
./Training/bokeh/1599.jpg,./Training/original/1599.jpg
./Training/bokeh/1600.jpg,./Training/original/1600.jpg
./Training/bokeh/1601.jpg,./Training/original/1601.jpg
./Training/bokeh/1602.jpg,./Training/original/1602.jpg
./Training/bokeh/1603.jpg,./Training/original/1603.jpg
./Training/bokeh/1604.jpg,./Training/original/1604.jpg
./Training/bokeh/1605.jpg,./Training/original/1605.jpg
./Training/bokeh/1606.jpg,./Training/original/1606.jpg
./Training/bokeh/1607.jpg,./Training/original/1607.jpg
./Training/bokeh/1608.jpg,./Training/original/1608.jpg
./Training/bokeh/1609.jpg,./Training/original/1609.jpg
./Training/bokeh/1610.jpg,./Training/original/1610.jpg
./Training/bokeh/1611.jpg,./Training/original/1611.jpg
./Training/bokeh/1612.jpg,./Training/original/1612.jpg
./Training/bokeh/1613.jpg,./Training/original/1613.jpg
./Training/bokeh/1614.jpg,./Training/original/1614.jpg
./Training/bokeh/1615.jpg,./Training/original/1615.jpg
./Training/bokeh/1616.jpg,./Training/original/1616.jpg
./Training/bokeh/1617.jpg,./Training/original/1617.jpg
./Training/bokeh/1618.jpg,./Training/original/1618.jpg
./Training/bokeh/1619.jpg,./Training/original/1619.jpg
./Training/bokeh/1620.jpg,./Training/original/1620.jpg
./Training/bokeh/1621.jpg,./Training/original/1621.jpg
./Training/bokeh/1622.jpg,./Training/original/1622.jpg
./Training/bokeh/1623.jpg,./Training/original/1623.jpg
./Training/bokeh/1624.jpg,./Training/original/1624.jpg
./Training/bokeh/1625.jpg,./Training/original/1625.jpg
./Training/bokeh/1626.jpg,./Training/original/1626.jpg
./Training/bokeh/1627.jpg,./Training/original/1627.jpg
./Training/bokeh/1628.jpg,./Training/original/1628.jpg
./Training/bokeh/1629.jpg,./Training/original/1629.jpg
./Training/bokeh/1630.jpg,./Training/original/1630.jpg
./Training/bokeh/1631.jpg,./Training/original/1631.jpg
./Training/bokeh/1632.jpg,./Training/original/1632.jpg
./Training/bokeh/1633.jpg,./Training/original/1633.jpg
./Training/bokeh/1634.jpg,./Training/original/1634.jpg
./Training/bokeh/1635.jpg,./Training/original/1635.jpg
./Training/bokeh/1636.jpg,./Training/original/1636.jpg
./Training/bokeh/1637.jpg,./Training/original/1637.jpg
./Training/bokeh/1638.jpg,./Training/original/1638.jpg
./Training/bokeh/1639.jpg,./Training/original/1639.jpg
./Training/bokeh/1640.jpg,./Training/original/1640.jpg
./Training/bokeh/1641.jpg,./Training/original/1641.jpg
./Training/bokeh/1642.jpg,./Training/original/1642.jpg
./Training/bokeh/1643.jpg,./Training/original/1643.jpg
./Training/bokeh/1644.jpg,./Training/original/1644.jpg
./Training/bokeh/1645.jpg,./Training/original/1645.jpg
./Training/bokeh/1646.jpg,./Training/original/1646.jpg
./Training/bokeh/1647.jpg,./Training/original/1647.jpg
./Training/bokeh/1648.jpg,./Training/original/1648.jpg
./Training/bokeh/1649.jpg,./Training/original/1649.jpg
./Training/bokeh/1650.jpg,./Training/original/1650.jpg
./Training/bokeh/1651.jpg,./Training/original/1651.jpg
./Training/bokeh/1652.jpg,./Training/original/1652.jpg
./Training/bokeh/1653.jpg,./Training/original/1653.jpg
./Training/bokeh/1654.jpg,./Training/original/1654.jpg
./Training/bokeh/1655.jpg,./Training/original/1655.jpg
./Training/bokeh/1656.jpg,./Training/original/1656.jpg
./Training/bokeh/1657.jpg,./Training/original/1657.jpg
./Training/bokeh/1658.jpg,./Training/original/1658.jpg
./Training/bokeh/1659.jpg,./Training/original/1659.jpg
./Training/bokeh/1660.jpg,./Training/original/1660.jpg
./Training/bokeh/1661.jpg,./Training/original/1661.jpg
./Training/bokeh/1662.jpg,./Training/original/1662.jpg
./Training/bokeh/1663.jpg,./Training/original/1663.jpg
./Training/bokeh/1664.jpg,./Training/original/1664.jpg
./Training/bokeh/1665.jpg,./Training/original/1665.jpg
./Training/bokeh/1666.jpg,./Training/original/1666.jpg
./Training/bokeh/1667.jpg,./Training/original/1667.jpg
./Training/bokeh/1668.jpg,./Training/original/1668.jpg
./Training/bokeh/1669.jpg,./Training/original/1669.jpg
./Training/bokeh/1670.jpg,./Training/original/1670.jpg
./Training/bokeh/1671.jpg,./Training/original/1671.jpg
./Training/bokeh/1672.jpg,./Training/original/1672.jpg
./Training/bokeh/1673.jpg,./Training/original/1673.jpg
./Training/bokeh/1674.jpg,./Training/original/1674.jpg
./Training/bokeh/1675.jpg,./Training/original/1675.jpg
./Training/bokeh/1676.jpg,./Training/original/1676.jpg
./Training/bokeh/1677.jpg,./Training/original/1677.jpg
./Training/bokeh/1678.jpg,./Training/original/1678.jpg
./Training/bokeh/1679.jpg,./Training/original/1679.jpg
./Training/bokeh/1680.jpg,./Training/original/1680.jpg
./Training/bokeh/1681.jpg,./Training/original/1681.jpg
./Training/bokeh/1682.jpg,./Training/original/1682.jpg
./Training/bokeh/1683.jpg,./Training/original/1683.jpg
./Training/bokeh/1684.jpg,./Training/original/1684.jpg
./Training/bokeh/1685.jpg,./Training/original/1685.jpg
./Training/bokeh/1686.jpg,./Training/original/1686.jpg
./Training/bokeh/1687.jpg,./Training/original/1687.jpg
./Training/bokeh/1688.jpg,./Training/original/1688.jpg
./Training/bokeh/1689.jpg,./Training/original/1689.jpg
./Training/bokeh/1690.jpg,./Training/original/1690.jpg
./Training/bokeh/1691.jpg,./Training/original/1691.jpg
./Training/bokeh/1692.jpg,./Training/original/1692.jpg
./Training/bokeh/1693.jpg,./Training/original/1693.jpg
./Training/bokeh/1694.jpg,./Training/original/1694.jpg
./Training/bokeh/1695.jpg,./Training/original/1695.jpg
./Training/bokeh/1696.jpg,./Training/original/1696.jpg
./Training/bokeh/1697.jpg,./Training/original/1697.jpg
./Training/bokeh/1698.jpg,./Training/original/1698.jpg
./Training/bokeh/1699.jpg,./Training/original/1699.jpg
./Training/bokeh/1700.jpg,./Training/original/1700.jpg
